review_id,product_id,brand,rating,title,text,date,verified,helpful_count,full_text,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,combined_score,sentiment_label
RTPBN78BMYYMU5,B4776CE822,Safari,4,Fantastic purchase,Amazing product at this price point. Affordable price. The material feels durable and the zipper is very smooth. Recommended for frequent travelers.,2025-05-26,True,5,Fantastic purchase. Amazing product at this price point. Affordable price. The material feels durable and the zipper is very smooth. Recommended for frequent travelers.,0.8583,0.311,0.0,0.689,0.405,0.6875,0.6996,Positive
RA0L7253J2D54I,B4776CE822,Safari,4,Best luggage ever,Using for office travel and it's perfect. Good value. Compact yet spacious. The material deserves special mention.,2025-08-16,True,2,Best luggage ever. Using for office travel and it's perfect. Good value. Compact yet spacious. The material deserves special mention.,0.9423,0.515,0.0,0.485,0.7643,0.6179,0.88,Positive
R8KXO9T7E8G8JD,B4776CE822,Safari,4,Excellent quality,Worth every rupee! Lightweight and good value. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-08-29,True,1,Excellent quality. Worth every rupee! Lightweight and good value. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,0.8805,0.348,0.0,0.652,0.5188,0.425,0.7539,Positive
RBPS3Y70HP87WX,B4776CE822,Safari,3,Not bad,"Good for the price but has some issues. Decent space. However, handle durability. The weight could be better. 3/5 would buy again.",2026-02-04,True,0,"Not bad. Good for the price but has some issues. Decent space. However, handle durability. The weight could be better. 3/5 would buy again.",0.6214,0.203,0.06,0.737,0.4292,0.6083,0.5541,Positive
RGXN0GUO4KH2VL,B4776CE822,Safari,4,Worth the money,"Five stars! Lightweight, decent space, and excellent weight. What more can you ask for at this price?",2025-08-25,True,0,"Worth the money. Five stars! Lightweight, decent space, and excellent weight. What more can you ask for at this price?",0.7088,0.247,0.0,0.753,0.5104,0.5667,0.6394,Positive
RKXWD8IL3FB9W1,B4776CE822,Safari,4,Excellent quality,Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. build quality quality is commendable.,2025-08-18,True,0,Excellent quality. Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. build quality quality is commendable.,0.8402,0.346,0.0,0.654,0.475,0.475,0.7124,Positive
RY6452H2ZQU7EE,B4776CE822,Safari,4,Must buy!,Worth every rupee! Good value and affordable price. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-08-14,True,12,Must buy!. Worth every rupee! Good value and affordable price. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,0.7772,0.253,0.0,0.747,0.3583,0.2333,0.6306,Positive
R6P6QF5Q14J1RI,B4776CE822,Safari,4,Very satisfied,Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. compartments quality is commendable.,2025-08-26,False,0,Very satisfied. Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. compartments quality is commendable.,0.4754,0.147,0.0,0.853,0.2542,0.4917,0.398,Positive
RTOHP6VZ41NAM1,B78CFEE677,Safari,4,Highly recommended,Great quality for the price. Decent space. Used it for my trip and it handled everything well. The material works smoothly. Highly recommend.,2025-09-06,True,1,Highly recommended. Great quality for the price. Decent space. Used it for my trip and it handled everything well. The material works smoothly. Highly recommend.,0.8851,0.351,0.0,0.649,0.3217,0.6242,0.6879,Positive
RRNY20479T6VXD,B78CFEE677,Safari,5,Best luggage ever,This is my second purchase from Safari and they never disappoint. Good value. The material is even better than my previous bag.,2025-09-01,False,0,Best luggage ever. This is my second purchase from Safari and they never disappoint. Good value. The material is even better than my previous bag.,0.711,0.277,0.131,0.592,0.4067,0.3133,0.6045,Positive
RK8P4Q0B8IC8BB,B78CFEE677,Safari,4,Best luggage ever,This is my second purchase from Safari and they never disappoint. Lightweight. The material is even better than my previous bag.,2025-12-03,True,0,Best luggage ever. This is my second purchase from Safari and they never disappoint. Lightweight. The material is even better than my previous bag.,0.854,0.308,0.0,0.692,0.3333,0.2417,0.6718,Positive
RE8QJNV8Z2FLU7,B78CFEE677,Safari,4,Must buy!,"Very satisfied! The build quality is good, Good value. Packing was easy due to the spacious compartments. The zipper is excellent.",2025-06-18,True,5,"Must buy!. Very satisfied! The build quality is good, Good value. Packing was easy due to the spacious compartments. The zipper is excellent.",0.955,0.521,0.0,0.479,0.5868,0.7347,0.8261,Positive
R2UBTXCXAPRPN6,B78CFEE677,Safari,3,Okay for the price,"It's okay. Affordable price. zip quality though. For this price range, I guess it's acceptable. The handle is mediocre.",2025-08-16,True,0,"Okay for the price. It's okay. Affordable price. zip quality though. For this price range, I guess it's acceptable. The handle is mediocre.",0.6249,0.234,0.0,0.766,0.1667,0.6667,0.4645,Positive
R3VLI7KQ1UYMRL,B78CFEE677,Safari,4,Best luggage ever,Perfect cabin luggage! Fits all airline requirements. Decent space. lock is of great quality. Will suggest to friends.,2025-08-02,True,1,Best luggage ever. Perfect cabin luggage! Fits all airline requirements. Decent space. lock is of great quality. Will suggest to friends.,0.9468,0.475,0.0,0.525,0.7417,0.6792,0.875,Positive
RZR1YXR2DHYLUR,B78CFEE677,Safari,3,Decent but not great,"Decent product overall. Good value but wheel quality. The lock is okay, nothing extraordinary. Serves its purpose for the price.",2025-07-11,True,25,"Decent but not great. Decent product overall. Good value but wheel quality. The lock is okay, nothing extraordinary. Serves its purpose for the price.",0.5939,0.276,0.132,0.593,0.2095,0.5976,0.4594,Positive
R08YG0JV1V93KM,B420E780CA,Safari,5,Excellent quality,Great quality for the price. Good value. Used it for my trip and it handled everything well. The material works smoothly. Highly recommend.,2025-11-05,False,0,Excellent quality. Great quality for the price. Good value. Used it for my trip and it handled everything well. The material works smoothly. Highly recommend.,0.9516,0.486,0.0,0.514,0.665,0.7225,0.8513,Positive
RDAKRM8J5ECRUY,B420E780CA,Safari,4,Amazing value,"Five stars! Good value, decent space, and excellent lock. What more can you ask for at this price?",2026-01-21,False,0,"Amazing value. Five stars! Good value, decent space, and excellent lock. What more can you ask for at this price?",0.9381,0.508,0.0,0.492,0.6233,0.7333,0.8279,Positive
R1V2ISQP49KWV0,B420E780CA,Safari,5,Super happy,Great quality for the price. Good value. Used it for my trip and it handled everything well. The lock works smoothly. Highly recommend.,2025-12-23,True,0,Super happy. Great quality for the price. Good value. Used it for my trip and it handled everything well. The lock works smoothly. Highly recommend.,0.9678,0.549,0.0,0.451,0.5587,0.7113,0.8246,Positive
RYQBKK4CIJ2V2H,B420E780CA,Safari,4,Amazing value,I bought this for my recent vacation and it was perfect. Affordable price and the handle is top notch. Safari has done a great job with this one.,2026-02-09,True,0,Amazing value. I bought this for my recent vacation and it was perfect. Affordable price and the handle is top notch. Safari has done a great job with this one.,0.9413,0.387,0.0,0.613,0.58,0.68,0.8148,Positive
RFL0UKEYZ7SRCB,B420E780CA,Safari,4,Great product!,Using for office travel and it's perfect. Good value. Compact yet spacious. The lock deserves special mention.,2025-08-30,True,0,Great product!. Using for office travel and it's perfect. Good value. Compact yet spacious. The lock deserves special mention.,0.9441,0.535,0.0,0.465,0.7643,0.7304,0.8812,Positive
R1GSPK9P38QOLD,B420E780CA,Safari,4,Great product!,Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. wheels quality is commendable.,2026-01-16,True,0,Great product!. Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. wheels quality is commendable.,0.6588,0.205,0.0,0.795,0.4,0.35,0.5682,Positive
RQLL8OS9XTOGN1,B420E780CA,Safari,4,Great product!,Bought for my parents - they loved it! Decent space and easy to maneuver. The lock makes it very convenient to use.,2025-05-23,True,0,Great product!. Bought for my parents - they loved it! Decent space and easy to maneuver. The lock makes it very convenient to use.,0.9097,0.354,0.0,0.646,0.535,0.67,0.7786,Positive
R9VIFTTD96QE3R,B420E780CA,Safari,4,Great product!,This is my second purchase from Safari and they never disappoint. Decent space. The lock is even better than my previous bag.,2025-11-10,True,0,Great product!. This is my second purchase from Safari and they never disappoint. Decent space. The lock is even better than my previous bag.,0.8608,0.313,0.0,0.687,0.3,0.4167,0.6645,Positive
RFGV0EC14M2JA0,B420E780CA,Safari,4,Super happy,This is my second purchase from Safari and they never disappoint. Good value. The build quality is even better than my previous bag.,2025-06-12,True,0,Super happy. This is my second purchase from Safari and they never disappoint. Good value. The build quality is even better than my previous bag.,0.8525,0.352,0.123,0.525,0.3611,0.4889,0.6805,Positive
RUI1B0Z3NX39RB,B39898F91D,Safari,4,Love it!,Using for office travel and it's perfect. Good value. Compact yet spacious. The compartments deserves special mention.,2025-07-25,True,0,Love it!. Using for office travel and it's perfect. Good value. Compact yet spacious. The compartments deserves special mention.,0.945,0.536,0.0,0.464,0.6705,0.6929,0.8489,Positive
R6AF58C2JWOCLY,B39898F91D,Safari,4,Super happy,Using for office travel and it's perfect. Decent space. Compact yet spacious. The handle deserves special mention.,2025-07-09,True,0,Super happy. Using for office travel and it's perfect. Decent space. Compact yet spacious. The handle deserves special mention.,0.9325,0.483,0.0,0.517,0.5314,0.781,0.7921,Positive
RYKID91ZDFKBLC,B39898F91D,Safari,4,Must buy!,Perfect cabin luggage! Fits all airline requirements. Affordable price. wheels is of great quality. Will suggest to friends.,2025-10-07,True,0,Must buy!. Perfect cabin luggage! Fits all airline requirements. Affordable price. wheels is of great quality. Will suggest to friends.,0.9097,0.403,0.0,0.597,0.9,0.875,0.9063,Positive
RVNYRUIWQY6QKT,B39898F91D,Safari,3,Okay for the price,"Average quality. Good value which is nice, but handle durability. Not bad for occasional trips but frequent travelers should consider spending more.",2026-03-02,True,0,"Okay for the price. Average quality. Good value which is nice, but handle durability. Not bad for occasional trips but frequent travelers should consider spending more.",0.8305,0.339,0.0,0.661,0.325,0.5115,0.6536,Positive
R94DNMKZA3OA52,B39898F91D,Safari,3,Decent but not great,Mixed feelings about this one. Decent space is great but zip quality is disappointing. Would rate it average.,2026-03-14,True,1,Decent but not great. Mixed feelings about this one. Decent space is great but zip quality is disappointing. Would rate it average.,-0.4751,0.169,0.262,0.569,-0.0024,0.5976,-0.3096,Negative
RHGJ11YEDWB2BN,B39898F91D,Safari,4,Highly recommended,Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. lock quality is commendable.,2026-01-31,False,0,Highly recommended. Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. lock quality is commendable.,0.7501,0.316,0.0,0.684,0.265,0.36,0.5803,Positive
R63J3R30ME8F84,B39898F91D,Safari,4,Super happy,Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. zipper quality is commendable.,2025-04-28,True,8,Super happy. Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. zipper quality is commendable.,0.8225,0.322,0.0,0.678,0.3333,0.4917,0.6513,Positive
RTQYYV37DIA5U6,B39898F91D,Safari,4,Perfect for travel,Great quality for the price. Decent space. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,2025-12-16,True,0,Perfect for travel. Great quality for the price. Decent space. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,0.9134,0.366,0.0,0.634,0.5317,0.7392,0.7798,Positive
RKRD5EQY08P0FO,B39898F91D,Safari,3,Average product,"Good for the price but has some issues. Good value. However, wheel quality. The weight could be better. 3/5 would buy again.",2026-02-17,True,0,"Average product. Good for the price but has some issues. Good value. However, wheel quality. The weight could be better. 3/5 would buy again.",0.9144,0.389,0.0,0.611,0.4375,0.525,0.7475,Positive
RQIN9N6XCJ883D,B39898F91D,Safari,4,Amazing value,Excellent luggage! Lightweight and affordable price. Very happy with my purchase. The lock is really impressive. Would definitely buy again from Safari.,2025-12-21,True,0,Amazing value. Excellent luggage! Lightweight and affordable price. Very happy with my purchase. The lock is really impressive. Would definitely buy again from Safari.,0.9672,0.535,0.0,0.465,0.72,0.88,0.8807,Positive
R12VJ99T2D5EM2,B4F9315E17,Safari,4,Highly recommended,Perfect cabin luggage! Fits all airline requirements. Good value. material is of great quality. Will suggest to friends.,2025-06-11,True,0,Highly recommended. Perfect cabin luggage! Fits all airline requirements. Good value. material is of great quality. Will suggest to friends.,0.9575,0.574,0.0,0.426,0.665,0.7225,0.8551,Positive
R0R2SDS8B25SQ8,B4F9315E17,Safari,4,Excellent quality,I bought this for my recent vacation and it was perfect. Decent space and the wheels is top notch. Safari has done a great job with this one.,2026-03-08,True,2,Excellent quality. I bought this for my recent vacation and it was perfect. Decent space and the wheels is top notch. Safari has done a great job with this one.,0.9231,0.338,0.0,0.662,0.5778,0.6944,0.8022,Positive
RFEWVZNVKSP2EX,B4F9315E17,Safari,4,Fantastic purchase,Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2025-06-30,True,0,Fantastic purchase. Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,0.9117,0.364,0.0,0.636,0.4533,0.73,0.7513,Positive
R3O0LLJ8YRDDP0,B4F9315E17,Safari,4,Highly recommended,Premium feel without the premium price tag. Good value and lightweight. Really impressed with the build quality.,2025-09-30,True,0,Highly recommended. Premium feel without the premium price tag. Good value and lightweight. Really impressed with the build quality.,0.8685,0.418,0.0,0.582,0.62,0.7133,0.7815,Positive
R5Z8VMUHXID4N1,B4F9315E17,Safari,3,So-so,"Good for the price but has some issues. Decent space. However, zip quality. The compartments could be better. 3/5 would buy again.",2025-06-19,True,0,"So-so. Good for the price but has some issues. Decent space. However, zip quality. The compartments could be better. 3/5 would buy again.",0.7003,0.216,0.0,0.784,0.4556,0.5889,0.6146,Positive
RZLMA5UOFWB0HP,B4F9315E17,Safari,3,Not bad,Mixed feelings about this one. Affordable price is great but handle durability is disappointing. Would rate it average.,2025-10-16,True,0,Not bad. Mixed feelings about this one. Affordable price is great but handle durability is disappointing. Would rate it average.,-0.2083,0.174,0.167,0.66,0.08,0.5533,-0.1074,Neutral
RYJXRPJ1EPKYRY,B4F9315E17,Safari,3,Average product,"Decent product overall. Good value but handle durability. The handle is okay, nothing extraordinary. Serves its purpose for the price.",2026-03-16,True,12,"Average product. Decent product overall. Good value but handle durability. The handle is okay, nothing extraordinary. Serves its purpose for the price.",0.6124,0.24,0.0,0.76,0.2583,0.5278,0.4885,Positive
RRPETIUYMO0PQC,B0A318CA95,Safari,5,Great product!,Love this luggage! Lightweight and affordable price. Looks premium and feels sturdy. The lock quality is really good for this price range.,2025-10-30,True,0,Great product!. Love this luggage! Lightweight and affordable price. Looks premium and feels sturdy. The lock quality is really good for this price range.,0.9198,0.365,0.0,0.635,0.775,0.65,0.8691,Positive
R2W37D4IVSOLML,B0A318CA95,Safari,4,Worth the money,Worth every rupee! Affordable price and lightweight. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2026-01-12,False,0,Worth the money. Worth every rupee! Affordable price and lightweight. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,0.4753,0.146,0.0,0.854,0.225,0.0667,0.3877,Positive
R8XFDJGF1C8WQU,B0A318CA95,Safari,4,Very satisfied,Premium feel without the premium price tag. Lightweight and good value. Really impressed with the material.,2025-06-16,True,5,Very satisfied. Premium feel without the premium price tag. Lightweight and good value. Really impressed with the material.,0.8953,0.457,0.0,0.543,0.7833,0.8667,0.8561,Positive
RCPKJCSLQC3C54,B0A318CA95,Safari,4,Amazing value,Using for office travel and it's perfect. Lightweight. Compact yet spacious. The compartments deserves special mention.,2025-05-29,True,0,Amazing value. Using for office travel and it's perfect. Lightweight. Compact yet spacious. The compartments deserves special mention.,0.9118,0.474,0.0,0.526,0.6524,0.8238,0.821,Positive
RRFCD6MZSGIPPS,B0A318CA95,Safari,4,Fantastic purchase,This is my second purchase from Safari and they never disappoint. Good value. The wheels is even better than my previous bag.,2026-01-17,True,3,Fantastic purchase. This is my second purchase from Safari and they never disappoint. Good value. The wheels is even better than my previous bag.,0.6504,0.272,0.138,0.59,0.2867,0.4333,0.5231,Positive
RDYK0X65MUFM8Z,B0A318CA95,Safari,4,Highly recommended,Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. wheels quality is commendable.,2025-09-20,False,1,Highly recommended. Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. wheels quality is commendable.,0.2716,0.11,0.0,0.89,0.12,0.28,0.2185,Positive
R3Y30YSXPNNGH8,B0A318CA95,Safari,5,Highly recommended,Love this luggage! Decent space and lightweight. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-08-03,True,25,Highly recommended. Love this luggage! Decent space and lightweight. Looks premium and feels sturdy. The handle quality is really good for this price range.,0.8766,0.324,0.0,0.676,0.4129,0.6017,0.7143,Positive
RF313FPOYIPK0Q,B84A775390,Safari,3,Could be better,Product looks good but scratch marks. Good value saves it somewhat. Usable but don't expect premium quality at this price.,2025-07-09,True,8,Could be better. Product looks good but scratch marks. Good value saves it somewhat. Usable but don't expect premium quality at this price.,0.8705,0.363,0.0,0.637,0.6333,0.5667,0.7875,Positive
R89QKNS832EJX5,B84A775390,Safari,4,Must buy!,Premium feel without the premium price tag. Good value and lightweight. Really impressed with the build quality.,2025-06-29,True,1,Must buy!. Premium feel without the premium price tag. Good value and lightweight. Really impressed with the build quality.,0.8395,0.36,0.0,0.64,0.85,0.8,0.8432,Positive
R6FP8HQMABSI9N,B84A775390,Safari,4,Amazing value,Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. handle quality is commendable.,2026-03-25,True,0,Amazing value. Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. handle quality is commendable.,0.8885,0.434,0.0,0.566,0.375,0.45,0.7088,Positive
RK3ZEZQACJ4T0S,B84A775390,Safari,4,Great product!,Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. compartments quality is commendable.,2026-02-11,True,0,Great product!. Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. compartments quality is commendable.,0.8655,0.377,0.0,0.623,0.475,0.4125,0.7288,Positive
RTWUZKAMUGYSM8,B84A775390,Safari,4,Fantastic purchase,Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2025-07-04,True,12,Fantastic purchase. Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,0.9117,0.364,0.0,0.636,0.4533,0.73,0.7513,Positive
RNN0MCIXDU1EMM,B84A775390,Safari,4,Must buy!,Worth every rupee! Decent space and affordable price. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-05-14,True,1,Must buy!. Worth every rupee! Decent space and affordable price. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,0.3578,0.09,0.0,0.91,0.1806,0.2556,0.2958,Positive
RKBHB7S9TJ1GM2,B84A775390,Safari,3,Average product,"Average quality. Affordable price which is nice, but scratch marks. Not bad for occasional trips but frequent travelers should consider spending more.",2025-05-08,True,0,"Average product. Average quality. Affordable price which is nice, but scratch marks. Not bad for occasional trips but frequent travelers should consider spending more.",0.6883,0.205,0.0,0.795,0.1786,0.4845,0.5099,Positive
R6N9RR7S20CV3T,B84A775390,Safari,4,Amazing value,Worth every rupee! Decent space and lightweight. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-10-26,False,0,Amazing value. Worth every rupee! Decent space and lightweight. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,0.8122,0.276,0.0,0.724,0.2854,0.4167,0.6278,Positive
RB5M9J98CWN2Y8,B84A775390,Safari,4,Amazing value,I bought this for my recent vacation and it was perfect. Decent space and the weight is top notch. Safari has done a great job with this one.,2026-01-25,True,0,Amazing value. I bought this for my recent vacation and it was perfect. Decent space and the weight is top notch. Safari has done a great job with this one.,0.9413,0.387,0.0,0.613,0.5111,0.6778,0.7907,Positive
R2NNUVY8N1UTOX,B84A775390,Safari,4,Love it!,Excellent luggage! Good value and affordable price. Very happy with my purchase. The build quality is really impressive. Would definitely buy again from Safari.,2025-12-02,True,0,Love it!. Excellent luggage! Good value and affordable price. Very happy with my purchase. The build quality is really impressive. Would definitely buy again from Safari.,0.9759,0.562,0.0,0.438,0.7208,0.7833,0.8866,Positive
RHWY9HECGZ9389,B84A775390,Safari,4,Amazing value,Love this luggage! Lightweight and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-05-02,True,0,Amazing value. Love this luggage! Lightweight and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,0.9311,0.41,0.0,0.59,0.5229,0.6917,0.7882,Positive
RZZGNI92IRMUQ9,B84A775390,Safari,5,Very satisfied,Premium feel without the premium price tag. Lightweight and affordable price. Really impressed with the lock.,2026-02-01,True,0,Very satisfied. Premium feel without the premium price tag. Lightweight and affordable price. Really impressed with the lock.,0.7569,0.288,0.0,0.712,0.825,1.0,0.7807,Positive
R9XQYM52XG8P6B,B84A775390,Safari,3,Could be better,"Not bad, not great. Decent space. But I noticed wheel quality after a few uses. The build quality started fine but degraded.",2026-02-04,True,0,"Could be better. Not bad, not great. Decent space. But I noticed wheel quality after a few uses. The build quality started fine but degraded.",0.3013,0.251,0.117,0.632,0.1389,0.5306,0.2445,Positive
RJWWDXVUGW6M7B,BD6A2E0D06,Safari,5,Super happy,Love this luggage! Good value and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,2026-03-25,False,5,Super happy. Love this luggage! Good value and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,0.9665,0.52,0.0,0.48,0.5542,0.6889,0.8222,Positive
RB6TXKI3OQYFOQ,BD6A2E0D06,Safari,4,Must buy!,Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. material quality is commendable.,2025-10-16,True,0,Must buy!. Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. material quality is commendable.,0.0,0.0,0.0,1.0,0.1222,0.3222,0.0428,Neutral
RSDIEQFB85P863,BD6A2E0D06,Safari,3,Mediocre quality,Product looks good but handle durability. Decent space saves it somewhat. Usable but don't expect premium quality at this price.,2025-06-17,True,0,Mediocre quality. Product looks good but handle durability. Decent space saves it somewhat. Usable but don't expect premium quality at this price.,0.2382,0.085,0.0,0.915,0.1222,0.7556,0.1976,Positive
RDOQIVBKV4YKAD,BD6A2E0D06,Safari,4,Great product!,This is my second purchase from Safari and they never disappoint. Lightweight. The build quality is even better than my previous bag.,2026-01-30,True,1,Great product!. This is my second purchase from Safari and they never disappoint. Lightweight. The build quality is even better than my previous bag.,0.8608,0.313,0.0,0.687,0.3333,0.3542,0.6762,Positive
RUHTCS1K9YE9O2,BD6A2E0D06,Safari,5,Great product!,"Good product, delivered on time. Affordable price. The weight impressed me the most. Using it regularly now - no complaints so far!",2025-10-17,True,0,"Great product!. Good product, delivered on time. Affordable price. The weight impressed me the most. Using it regularly now - no complaints so far!",0.9176,0.393,0.0,0.607,0.5542,0.6545,0.7904,Positive
