review_id,product_id,brand,rating,title,text,date,verified,helpful_count
RK3ZEZQACJ4T0S,B84A775390,Safari,4,Great product!,Very practical and well-designed. Good value. The interiors are well-organized with multiple pockets. compartments quality is commendable.,2026-02-11,True,0
RTWUZKAMUGYSM8,B84A775390,Safari,4,Fantastic purchase,Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2025-07-04,True,12
RNN0MCIXDU1EMM,B84A775390,Safari,4,Must buy!,Worth every rupee! Decent space and affordable price. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-05-14,True,1
RKBHB7S9TJ1GM2,B84A775390,Safari,3,Average product,"Average quality. Affordable price which is nice, but scratch marks. Not bad for occasional trips but frequent travelers should consider spending more.",2025-05-08,True,0
R6N9RR7S20CV3T,B84A775390,Safari,4,Amazing value,Worth every rupee! Decent space and lightweight. Took it on a 2-week trip and came back without any scratches. Safari quality is reliable.,2025-10-26,False,0
RB5M9J98CWN2Y8,B84A775390,Safari,4,Amazing value,I bought this for my recent vacation and it was perfect. Decent space and the weight is top notch. Safari has done a great job with this one.,2026-01-25,True,0
R2NNUVY8N1UTOX,B84A775390,Safari,4,Love it!,Excellent luggage! Good value and affordable price. Very happy with my purchase. The build quality is really impressive. Would definitely buy again from Safari.,2025-12-02,True,0
RHWY9HECGZ9389,B84A775390,Safari,4,Amazing value,Love this luggage! Lightweight and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-05-02,True,0
RZZGNI92IRMUQ9,B84A775390,Safari,5,Very satisfied,Premium feel without the premium price tag. Lightweight and affordable price. Really impressed with the lock.,2026-02-01,True,0
R9XQYM52XG8P6B,B84A775390,Safari,3,Could be better,"Not bad, not great. Decent space. But I noticed wheel quality after a few uses. The build quality started fine but degraded.",2026-02-04,True,0
RJWWDXVUGW6M7B,BD6A2E0D06,Safari,5,Super happy,Love this luggage! Good value and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,2026-03-25,False,5
RB6TXKI3OQYFOQ,BD6A2E0D06,Safari,4,Must buy!,Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. material quality is commendable.,2025-10-16,True,0
RSDIEQFB85P863,BD6A2E0D06,Safari,3,Mediocre quality,Product looks good but handle durability. Decent space saves it somewhat. Usable but don't expect premium quality at this price.,2025-06-17,True,0
RDOQIVBKV4YKAD,BD6A2E0D06,Safari,4,Great product!,This is my second purchase from Safari and they never disappoint. Lightweight. The build quality is even better than my previous bag.,2026-01-30,True,1
RUHTCS1K9YE9O2,BD6A2E0D06,Safari,5,Great product!,"Good product, delivered on time. Affordable price. The weight impressed me the most. Using it regularly now - no complaints so far!",2025-10-17,True,0
RELRQVSLWF90KM,BD6A2E0D06,Safari,4,Great product!,Amazing product at this price point. Affordable price. The material feels durable and the weight is very smooth. Recommended for frequent travelers.,2025-07-22,True,1
RY9V20YAR821UZ,BD6A2E0D06,Safari,4,Highly recommended,This is my second purchase from Safari and they never disappoint. Affordable price. The lock is even better than my previous bag.,2025-06-14,True,0
R8DALFYO1750CE,BD6A2E0D06,Safari,4,Fantastic purchase,I bought this for my recent vacation and it was perfect. Good value and the weight is top notch. Safari has done a great job with this one.,2025-12-23,True,25
R6MM1ZXYVGIUI9,BD6A2E0D06,Safari,3,Expected more,"Not bad, not great. Lightweight. But I noticed handle durability after a few uses. The build quality started fine but degraded.",2025-11-07,True,1
RUT6OM1FB8C7X0,BD6A2E0D06,Safari,4,Excellent quality,"Good product, delivered on time. Lightweight. The build quality impressed me the most. Using it regularly now - no complaints so far!",2025-12-20,True,0
RB6IIDLRYE89FX,BD6A2E0D06,Safari,3,Decent but not great,"Average quality. Affordable price which is nice, but handle durability. Not bad for occasional trips but frequent travelers should consider spending more.",2025-08-08,True,0
RI04B7P47B42G0,BD6A2E0D06,Safari,4,Fantastic purchase,Premium feel without the premium price tag. Affordable price and decent space. Really impressed with the wheels.,2025-11-11,True,0
R9TR74QGEFQJG0,BD6A2E0D06,Safari,4,Amazing value,Premium feel without the premium price tag. Lightweight and good value. Really impressed with the handle.,2025-11-08,True,1
R7ANQJLUUJMIYQ,B8A92F16C3,Safari,4,Highly recommended,I bought this for my recent vacation and it was perfect. Good value and the handle is top notch. Safari has done a great job with this one.,2026-01-17,True,0
RNH8RQ9NZ61231,B8A92F16C3,Safari,4,Perfect for travel,"Five stars! Affordable price, decent space, and excellent lock. What more can you ask for at this price?",2025-04-25,True,3
R6HTF4PYZR6QCE,B8A92F16C3,Safari,5,Super happy,Great quality for the price. Affordable price. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,2025-09-08,True,0
RO30UBMC97C7BO,B8A92F16C3,Safari,4,Great product!,Bought for my parents - they loved it! Lightweight and easy to maneuver. The build quality makes it very convenient to use.,2026-01-29,True,8
RYXTXMGTT0IAAK,B8A92F16C3,Safari,4,Excellent quality,This is my second purchase from Safari and they never disappoint. Decent space. The weight is even better than my previous bag.,2025-04-29,True,0
RMJ70E3P15AHDB,B8A92F16C3,Safari,4,Amazing value,Using for office travel and it's perfect. Good value. Compact yet spacious. The weight deserves special mention.,2025-06-06,True,3
RSK30LVYLKFXHK,B8A92F16C3,Safari,4,Worth the money,"Very satisfied! The build quality is good, Good value. Packing was easy due to the spacious compartments. The build quality is excellent.",2026-03-08,True,0
RBMXNSZOKGTII4,B8A92F16C3,Safari,4,Amazing value,Bought for my parents - they loved it! Decent space and easy to maneuver. The zipper makes it very convenient to use.,2026-01-25,True,3
RLCQNT3BNVBC2V,B8A92F16C3,Safari,3,Decent but not great,"Not bad, not great. Good value. But I noticed zip quality after a few uses. The zipper started fine but degraded.",2025-04-30,True,0
R8E9RIVH6T1NTM,B8A92F16C3,Safari,4,Love it!,Love this luggage! Affordable price and good value. Looks premium and feels sturdy. The compartments quality is really good for this price range.,2025-11-26,True,3
ROUHFJ7UPFLN4R,B8A92F16C3,Safari,3,Mediocre quality,Product looks good but zip quality. Good value saves it somewhat. Usable but don't expect premium quality at this price.,2025-05-08,True,0
RZR7TXCB48Y1O4,BCF28C6B65,Safari,4,Worth the money,"Five stars! Lightweight, affordable price, and excellent zipper. What more can you ask for at this price?",2025-12-11,False,0
RATOAZTKSZP7G7,BCF28C6B65,Safari,4,Amazing value,Perfect cabin luggage! Fits all airline requirements. Decent space. wheels is of great quality. Will suggest to friends.,2025-07-14,False,0
RC8QIZK3C9XBON,BCF28C6B65,Safari,4,Best luggage ever,Using for office travel and it's perfect. Lightweight. Compact yet spacious. The lock deserves special mention.,2025-08-08,False,0
R67I6YUJ7YKTXG,BCF28C6B65,Safari,4,Excellent quality,Bought for my parents - they loved it! Lightweight and easy to maneuver. The weight makes it very convenient to use.,2025-10-29,False,0
RFI4O6L1F90S9B,BCF28C6B65,Safari,4,Perfect for travel,Very practical and well-designed. Decent space. The interiors are well-organized with multiple pockets. zipper quality is commendable.,2025-08-28,True,0
RJ9RM7PYXDW2ZC,BCF28C6B65,Safari,4,Must buy!,Very practical and well-designed. Lightweight. The interiors are well-organized with multiple pockets. weight quality is commendable.,2026-01-20,True,1
RDALMJEGQTOAMD,BCF28C6B65,Safari,4,Highly recommended,"Five stars! Decent space, good value, and excellent zipper. What more can you ask for at this price?",2025-06-06,True,2
RGNEKRCPPRCJIW,BCF28C6B65,Safari,4,Super happy,"Five stars! Good value, decent space, and excellent handle. What more can you ask for at this price?",2025-06-08,True,0
R4N5PP3XVKVZRG,BCF28C6B65,Safari,4,Highly recommended,Love this luggage! Affordable price and lightweight. Looks premium and feels sturdy. The zipper quality is really good for this price range.,2025-09-17,True,0
RN7H9G1A07H23C,BCF28C6B65,Safari,4,Best luggage ever,"Good product, delivered on time. Decent space. The material impressed me the most. Using it regularly now - no complaints so far!",2025-09-11,True,0
RZ2C9ROS7YT2M6,BCF28C6B65,Safari,4,Worth the money,"Very satisfied! The build quality is good, Lightweight. Packing was easy due to the spacious compartments. The lock is excellent.",2025-07-08,True,3
RYO18PAJSSUUQO,BCF28C6B65,Safari,4,Must buy!,I bought this for my recent vacation and it was perfect. Affordable price and the compartments is top notch. Safari has done a great job with this one.,2025-04-26,True,0
R2SMDZQCBZAMD2,BE0EA7367F,Safari,4,Amazing value,"Good product, delivered on time. Lightweight. The zipper impressed me the most. Using it regularly now - no complaints so far!",2025-12-05,True,0
RGXO05QPAHKZ2U,BE0EA7367F,Safari,4,Worth the money,"Very satisfied! The build quality is good, Decent space. Packing was easy due to the spacious compartments. The build quality is excellent.",2025-07-08,True,0
RSXVWVM4W3ZKWD,BE0EA7367F,Safari,4,Amazing value,Great quality for the price. Lightweight. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2026-01-30,True,0
RENGWYX9TRFLQB,BE0EA7367F,Safari,4,Fantastic purchase,Amazing product at this price point. Decent space. The material feels durable and the zipper is very smooth. Recommended for frequent travelers.,2025-10-07,True,0
RXORZPGU2HBIK2,BE0EA7367F,Safari,4,Super happy,Using for office travel and it's perfect. Decent space. Compact yet spacious. The material deserves special mention.,2025-06-23,True,1
R1PHP0XI5BJ5D5,BE0EA7367F,Safari,4,Great product!,Love this luggage! Lightweight and decent space. Looks premium and feels sturdy. The handle quality is really good for this price range.,2026-02-07,True,0
RMKTLZKJ49YD82,B91271AA5C,Skybags,4,Fantastic purchase,Using for office travel and it's perfect. Color options. Compact yet spacious. The material deserves special mention.,2026-03-09,True,2
ROFWWNC21O0Z5Q,B91271AA5C,Skybags,4,Must buy!,I bought this for my recent vacation and it was perfect. Sturdy build and the material is top notch. Skybags has done a great job with this one.,2025-08-02,True,0
RZ42O83RLKTE42,B91271AA5C,Skybags,4,Must buy!,"Five stars! Spacious, sturdy build, and excellent handle. What more can you ask for at this price?",2025-04-24,True,0
RA8HYEXF7JXJN6,B91271AA5C,Skybags,3,Expected more,"Good for the price but has some issues. Color options. However, handle wobble. The wheels could be better. 3/5 would buy again.",2026-01-14,False,0
RHCVSQAME4YRID,B91271AA5C,Skybags,3,Average product,"Not bad, not great. Stylish design. But I noticed slightly heavy after a few uses. The material started fine but degraded.",2026-02-15,False,0
RUVFMH07WPH6FE,B91271AA5C,Skybags,4,Super happy,Bought for my parents - they loved it! Color options and easy to maneuver. The zipper makes it very convenient to use.,2025-09-24,True,0
RIVZK7A45HVGOX,B91271AA5C,Skybags,4,Excellent quality,"Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The zipper is excellent.",2025-12-07,True,0
RACJBC2SWSOZCT,B590634F3D,Skybags,4,Excellent quality,"Good product, delivered on time. Color options. The weight impressed me the most. Using it regularly now - no complaints so far!",2025-05-28,True,0
RLV1XXLP8II7EW,B590634F3D,Skybags,4,Super happy,Amazing product at this price point. Color options. The material feels durable and the handle is very smooth. Recommended for frequent travelers.,2026-03-11,True,1
R8S2ZGE2J51B3J,B590634F3D,Skybags,4,Amazing value,"Five stars! Stylish design, color options, and excellent zipper. What more can you ask for at this price?",2026-03-07,True,8
RB4GF16YE0A4AB,B590634F3D,Skybags,4,Highly recommended,This is my second purchase from Skybags and they never disappoint. Spacious. The handle is even better than my previous bag.,2025-10-04,True,0
R6L3UEYBISBO55,B590634F3D,Skybags,5,Best luggage ever,"Very satisfied! The build quality is good, Sturdy build. Packing was easy due to the spacious compartments. The weight is excellent.",2025-10-31,True,0
R61IAOIM458AX4,BE9AACBA56,Skybags,4,Very satisfied,"Good product, delivered on time. Spacious. The build quality impressed me the most. Using it regularly now - no complaints so far!",2025-11-02,False,0
R76SZN9DDE3CUP,BE9AACBA56,Skybags,4,Great product!,I bought this for my recent vacation and it was perfect. Sturdy build and the wheels is top notch. Skybags has done a great job with this one.,2026-02-01,True,0
RLQI7E1DDQLEM1,BE9AACBA56,Skybags,4,Very satisfied,Premium feel without the premium price tag. Spacious and sturdy build. Really impressed with the compartments.,2025-08-20,True,0
RFZ8OBK3G84UTD,BE9AACBA56,Skybags,4,Highly recommended,Using for office travel and it's perfect. Stylish design. Compact yet spacious. The lock deserves special mention.,2026-02-15,True,0
R3NWXUJ3AC6PE6,BE9AACBA56,Skybags,4,Love it!,Excellent luggage! Color options and stylish design. Very happy with my purchase. The wheels is really impressive. Would definitely buy again from Skybags.,2025-10-21,False,5
RNPM6JQFWWXR5R,BE9AACBA56,Skybags,5,Great product!,Using for office travel and it's perfect. Spacious. Compact yet spacious. The weight deserves special mention.,2026-02-23,True,0
R292MTR6SNGLH6,BE9AACBA56,Skybags,4,Super happy,Bought for my parents - they loved it! Color options and easy to maneuver. The material makes it very convenient to use.,2025-11-16,False,25
RJ37C9H42M44GV,BE9AACBA56,Skybags,3,Decent but not great,"Average quality. Stylish design which is nice, but price for quality. Not bad for occasional trips but frequent travelers should consider spending more.",2025-04-16,True,0
R438TGBCVARLW3,BE9AACBA56,Skybags,4,Love it!,Perfect cabin luggage! Fits all airline requirements. Color options. compartments is of great quality. Will suggest to friends.,2025-10-16,True,3
RODKEF828XG8Y7,B6E6D088C5,Skybags,4,Must buy!,Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The compartments works smoothly. Highly recommend.,2025-10-08,True,0
RKGAZU41UGL3WX,B6E6D088C5,Skybags,4,Very satisfied,Worth every rupee! Sturdy build and spacious. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2026-02-14,True,0
RX5QJICJDAN085,B6E6D088C5,Skybags,4,Must buy!,I bought this for my recent vacation and it was perfect. Stylish design and the compartments is top notch. Skybags has done a great job with this one.,2025-07-30,True,0
R1IQ2BAJDM5FC7,B6E6D088C5,Skybags,4,Must buy!,Great quality for the price. Spacious. Used it for my trip and it handled everything well. The weight works smoothly. Highly recommend.,2026-02-20,True,12
RFDHGZZ0JKIBU4,B6E6D088C5,Skybags,4,Best luggage ever,Bought for my parents - they loved it! Color options and easy to maneuver. The weight makes it very convenient to use.,2026-01-20,False,0
RAGKC4LORXDTG5,B6E6D088C5,Skybags,4,Excellent quality,Love this luggage! Spacious and stylish design. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-10-01,True,0
RYDMT8VT43PT5R,B6E6D088C5,Skybags,4,Very satisfied,Perfect cabin luggage! Fits all airline requirements. Stylish design. lock is of great quality. Will suggest to friends.,2025-12-09,True,0
R83EP9P9W4J66C,BA614F2B42,Skybags,4,Worth the money,Great quality for the price. Spacious. Used it for my trip and it handled everything well. The zipper works smoothly. Highly recommend.,2025-09-22,True,0
RFUU8DD22555JX,BA614F2B42,Skybags,4,Best luggage ever,Very practical and well-designed. Spacious. The interiors are well-organized with multiple pockets. wheels quality is commendable.,2025-06-20,True,0
RYOO5YBRJNM2L4,BA614F2B42,Skybags,4,Fantastic purchase,Worth every rupee! Color options and spacious. Took it on a 2-week trip and came back without any scratches. Skybags quality is reliable.,2025-04-17,True,8
RPXGH30153SFLS,BA614F2B42,Skybags,4,Very satisfied,Very practical and well-designed. Sturdy build. The interiors are well-organized with multiple pockets. build quality quality is commendable.,2026-01-29,True,0
RIQ7ZJ3SWEBNVG,BA614F2B42,Skybags,4,Great product!,I bought this for my recent vacation and it was perfect. Color options and the wheels is top notch. Skybags has done a great job with this one.,2025-08-09,True,0
RFU84XYJOA21A6,BA614F2B42,Skybags,4,Great product!,Love this luggage! Stylish design and sturdy build. Looks premium and feels sturdy. The handle quality is really good for this price range.,2025-05-12,True,2
RXPNMJQY3ODSX4,BA614F2B42,Skybags,5,Very satisfied,Love this luggage! Sturdy build and spacious. Looks premium and feels sturdy. The material quality is really good for this price range.,2025-09-29,True,0
RLJX8XGSIC43OL,BA614F2B42,Skybags,4,Must buy!,Great quality for the price. Sturdy build. Used it for my trip and it handled everything well. The build quality works smoothly. Highly recommend.,2026-01-27,True,0
R0U93MZYWR7MKG,BA614F2B42,Skybags,5,Best luggage ever,Love this luggage! Spacious and color options. Looks premium and feels sturdy. The lock quality is really good for this price range.,2025-05-07,True,0
RXII5P5NVQEBWU,BA614F2B42,Skybags,4,Highly recommended,"Five stars! Color options, spacious, and excellent lock. What more can you ask for at this price?",2025-05-26,False,3
RO5F9M969F5GCL,BA614F2B42,Skybags,4,Perfect for travel,Using for office travel and it's perfect. Spacious. Compact yet spacious. The handle deserves special mention.,2026-01-08,True,0
REPPPRAT0861TA,BA614F2B42,Skybags,4,Excellent quality,Perfect cabin luggage! Fits all airline requirements. Color options. zipper is of great quality. Will suggest to friends.,2026-04-06,True,0
